absent,assist,assist_rate,attack_efficient,attack_ws,attackrebound_rate,behindrebound,block,block_rate,bottom_hand,bottom_hit,bottom_hit_rate,bottom_part_rate,close_hand,close_hit,close_hit_rate,close_part_rate,defend_efficient,defend_ws,defendrebound_rate,dunk,fault,first,foul,foul_plus_one,foul_rate,frontrebound,hand,hand1,hand3,hand_distance,hit,hit1,hit3,lose,middle_hand,middle_hit,middle_hit_rate,middle_part_rate,name,penalty,per_value,real_hit,rebound,rebound_rate,remote_hand,remote_hit,remote_hit_rate,remote_part_rate,score,season,shoot,shoot3,shoot_efficient,steal,steal_rate,team,time,use_rate,win,ws
75,3.1,17.8%,112,4.4,1.7%,4.1,0.2,0.6%,3.3,1.8,55.2%,24.4%,1.2,0.5,40.9%,9.2%,105,3.0,12.6%,28,1.4,74,2.5,20,8.4%,3.4,13.5,3.5,4.3,14.7,5.8,0.4,1.6,21,1.9,0.7,38.0%,14.0%,Vince Carter,3.9,17.1,54.1%,84.0%,7.3%,2.8,1.1,41.3%,20.5%,16.6,09-10,42.8%,36.7%,48.6%,0.7,1.2%,奥兰多魔术,30.8,25.2%,54,7.4
79,4.0,24.6%,115,5.2,1.5%,3.6,0.0,0.1%,2.5,1.7,68.2%,23.8%,2.1,0.8,37.1%,20.4%,115,-0.1,7.3%,0,1.8,62,2.1,26,12.7%,3.2,10.5,1.7,4.1,14.1,4.6,0.4,1.5,52,0.8,0.3,42.2%,7.7%,Isaiah Thomas,2.0,17.5,57.4%,88.2%,4.4%,1.0,0.3,32.9%,9.5%,13.9,12-13,44.0%,35.8%,50.9%,0.8,1.6%,萨克拉门托国王,26.9,23.0%,27,5.0
65,4.1,25.6%,116,4.2,3.0%,2.8,0.1,0.4%,2.0,1.3,64.8%,22.4%,1.5,0.6,41.4%,17.3%,113,0.0,8.4%,0,1.6,37,1.9,11,13.9%,2.4,8.8,1.8,3.4,14.6,3.9,0.7,1.3,43,0.8,0.3,42.3%,9.1%,Isaiah Thomas,2.6,17.6,57.4%,83.2%,5.6%,1.1,0.4,37.0%,12.8%,11.5,11-12,44.8%,37.9%,52.1%,0.8,1.6%,萨克拉门托国王,25.5,19.8%,22,4.3
73,6.1,27.3%,120,10.1,2.6%,9.1,0.4,0.8%,4.5,2.8,63.2%,27.3%,2.0,0.8,39.5%,12.2%,107,2.7,10.7%,45,3.6,73,2.4,42,15.0%,7.9,16.5,3.9,6.6,14.8,7.5,0.8,2.4,25,1.3,0.6,46.3%,7.9%,James Harden,4.7,23.5,61.8%,86.6%,6.9%,2.1,0.8,41.1%,12.5%,25.4,13-14,45.6%,36.6%,52.9%,1.6,2.1%,休斯顿火箭,38.1,27.8%,48,12.8
78,5.8,25.7%,116,9.8,2.4%,10.2,0.5,1.0%,5.3,3.4,65.0%,30.8%,2.6,0.8,29.6%,14.9%,106,3.0,11.9%,46,3.8,78,2.3,65,14.9%,8.6,17.1,4.1,6.2,13.7,7.5,0.8,2.3,35,0.8,0.3,31.8%,4.9%,James Harden,4.9,23.0,60.0%,85.1%,7.2%,2.2,0.7,33.3%,13.0%,25.9,12-13,43.8%,36.8%,50.4%,1.8,2.4%,休斯顿火箭,38.2,29.0%,43,12.8
66,2.8,19.1%,95,-0.9,2.3%,4.3,0.2,0.5%,1.6,1.0,64.4%,9.3%,1.7,0.7,39.8%,10.2%,113,0.5,12.3%,5,2.0,66,1.7,16,9.4%,3.5,16.9,3.1,7.1,17.3,6.0,0.6,2.0,53,2.9,1.2,41.1%,17.3%,Kobe Bryant,3.7,14.9,46.9%,82.6%,7.1%,3.6,1.1,31.2%,21.3%,17.6,15-16,35.8%,28.5%,41.7%,0.9,1.7%,洛杉矶湖人,28.2,32.2%,13,-0.4
51,6.1,30.3%,125,7.2,2.7%,5.9,0.2,0.4%,3.0,2.0,66.9%,17.5%,1.1,0.5,42.9%,6.5%,108,1.8,14.4%,1,3.0,51,2.2,16,13.3%,5.5,16.9,4.4,9.8,18.4,8.4,0.7,4.2,10,1.2,0.7,54.0%,7.3%,Stephen Curry,5.1,28.2,67.5%,92.1%,9.0%,1.8,1.1,61.3%,10.8%,26.4,17-18,49.5%,42.3%,61.8%,1.6,2.4%,金州勇士,32.0,31.0%,41,9.1
64,1.6,9.5%,102,2.1,14.2%,5.8,1.2,2.8%,6.6,3.8,58.3%,42.2%,4.4,1.4,31.6%,28.5%,104,2.2,25.9%,72,2.7,62,4.0,47,12.8%,4.1,15.6,6.8,0.2,7.5,7.0,4.1,0.0,44,1.1,0.4,35.2%,7.1%,DeMarcus Cousins,11.0,21.7,49.9%,70.2%,19.8%,3.2,1.3,41.1%,20.7%,18.1,11-12,44.8%,14.3%,44.9%,1.5,2.4%,萨克拉门托国王,30.5,29.7%,20,4.2
81,2.5,14.7%,94,-1.9,10.4%,5.0,0.8,2.1%,3.8,2.4,63.3%,30.4%,4.3,1.4,32.3%,34.9%,105,2.9,24.4%,54,3.3,62,4.1,39,18.5%,3.4,12.4,6.0,0.2,8.4,5.3,2.7,0.0,58,1.4,0.5,32.8%,11.6%,DeMarcus Cousins,8.6,14.6,48.4%,68.7%,17.2%,2.7,1.0,39.5%,21.4%,14.1,10-11,43.0%,16.7%,43.2%,1.0,1.9%,萨克拉门托国王,28.5,27.2%,23,1.1
60,2.3,12.9%,113,3.4,14.5%,4.6,0.4,1.0%,4.6,2.6,56.5%,42.7%,1.9,0.7,38.6%,17.6%,109,1.5,28.6%,16,2.0,22,2.3,19,13.2%,3.8,10.8,7.2,1.8,9.5,4.9,3.8,0.6,48,1.1,0.4,33.8%,10.5%,Kevin Love,11.0,20.7,54.9%,81.5%,21.5%,1.4,0.5,40.2%,12.7%,14.0,09-10,45.0%,33.0%,47.8%,0.7,1.3%,明尼苏达森林狼,28.6,22.4%,12,4.9
81,1.0,6.8%,112,3.4,15.1%,4.1,0.6,1.9%,4.5,2.5,55.1%,52.8%,1.4,0.6,41.6%,16.4%,109,1.9,27.3%,38,1.5,37,2.5,26,12.4%,3.3,8.5,5.7,0.2,7.1,3.9,3.4,0.0,57,0.9,0.2,28.2%,10.3%,Kevin Love,9.1,18.3,53.8%,78.9%,21.0%,1.5,0.6,38.5%,17.7%,11.1,08-09,45.9%,10.5%,46.1%,0.4,0.9%,明尼苏达森林狼,25.3,21.0%,24,5.3
47,1.6,13.1%,101,0.4,5.7%,1.0,0.4,1.4%,1.0,0.5,53.3%,14.7%,0.9,0.3,39.0%,13.4%,101,1.5,31.1%,3,1.0,47,2.3,4,12.4%,0.8,6.5,5.6,0.1,14.0,3.0,1.0,0.0,27,1.1,0.5,42.3%,17.0%,Kevin Garnett,6.6,15.2,49.6%,80.0%,18.3%,3.4,1.7,49.7%,52.6%,6.9,14-15,46.7%,14.3%,46.9%,1.0,2.5%,总计,20.2,17.8%,20,1.9
5,1.6,13.0%,99,0.2,6.1%,0.8,0.8,1.2%,1.0,0.5,50.0%,15.3%,0.9,0.4,40.0%,14.5%,100,1.4,31.3%,3,0.2,5,2.6,4,13.3%,0.4,6.2,4.8,0.2,13.7,3.6,0.4,0.0,3,1.2,0.5,42.9%,17.8%,Kevin Garnett,5.2,14.8,48.6%,50.0%,18.7%,3.3,1.6,47.8%,50.2%,7.6,14-15,58.1%,0.0%,45.6%,1.0,2.5%,明尼苏达森林狼,19.6,18.1%,2,1.6
81,2.9,14.2%,92,-2.4,7.8%,5.0,0.5,1.0%, , , , , , , , ,102,4.3,23.6%, ,3.4,76,3.6, ,18.9%,2.4,12.5,6.7,0.0, ,6.2,2.1,0.0,39, , , , ,Karl Malone,8.9,13.7,50.4%,48.1%,15.8%, , , , ,14.9,85-86,49.6%,0.0%,49.6%,1.3,2.0%,犹他爵士,30.6,24.1%,42,1.9
65,2.1,29.5%,103,0.4,2.8%,0.8,0.0,0.0%, , , , , , , , ,112,0.3,8.0%, ,1.0,2,1.4, ,24.2%,0.6,2.7,0.7,0.8, ,1.1,0.2,0.4,35, , , , ,Steve Nash,1.0,10.8,53.9%,82.4%,5.4%, , , , ,3.3,96-97,42.3%,41.8%,48.9%,0.3,1.5%,菲尼克斯太阳,10.5,17.1%,30,0.7
80,4.7,23.7%,112,5.7,3.0%,5.1,0.5,1.1%,4.1,2.3,56.3%,24.2%,1.2,0.5,43.3%,7.2%,112,1.8,13.8%,46,2.1,80,2.9,34,9.8%,4.2,16.8,4.2,4.9,15.0,7.4,0.9,1.9,46,1.9,0.8,40.8%,11.3%,Vince Carter,5.1,19.3,54.5%,81.7%,8.3%,4.7,1.9,39.6%,28.2%,20.8,08-09,43.7%,38.5%,49.3%,1.0,1.5%,新泽西篮网,36.8,26.8%,34,7.5
76,5.1,25.2%,111,5.5,4.4%,5.6,0.4,0.9%,5.4,3.0,55.8%,31.6%,1.6,0.7,45.5%,9.4%,110,2.2,13.4%,71,2.4,72,3.2,31,10.9%,4.6,16.9,4.5,3.6,12.8,7.7,1.5,1.3,42,1.9,0.9,47.2%,11.0%,Vince Carter,6.0,18.8,55.0%,81.6%,8.9%,4.5,1.8,40.7%,26.7%,21.3,07-08,45.6%,35.9%,49.4%,1.2,1.6%,新泽西篮网,38.9,25.6%,34,7.7
82,4.8,25.1%,111,7.4,4.3%,7.0,0.4,0.8%,6.5,3.8,58.2%,33.1%,2.1,0.9,43.7%,10.9%,107,3.1,14.2%,86,2.6,82,3.2,48,10.5%,5.6,19.5,4.6,5.3,12.9,8.9,1.4,1.9,41,1.2,0.5,38.2%,6.4%,Vince Carter,6.0,21.8,55.9%,80.2%,9.3%,4.3,1.8,41.3%,22.3%,25.2,06-07,45.4%,35.7%,50.3%,1.0,1.4%,新泽西篮网,38.1,30.8%,41,10.5
62,3.7,19.3%,125,7.5,1.9%,6.0,0.2,0.6%,3.3,2.4,72.3%,32.8%,1.1,0.3,30.0%,11.1%,105,1.8,12.2%,39,2.2,2,2.4,28,14.8%,5.0,10.1,3.6,4.7,14.3,5.0,0.5,1.8,18,0.2,0.1,40.0%,2.4%,James Harden,4.1,21.1,66.0%,84.6%,7.4%,0.7,0.3,41.3%,7.3%,16.8,11-12,49.1%,39.0%,58.2%,1.0,1.6%,俄克拉荷马雷霆,31.4,21.6%,44,9.3
82,2.1,12.8%,119,5.0,2.3%,4.2,0.3,0.8%,2.5,1.6,62.4%,30.0%,0.6,0.2,28.0%,7.3%,108,2.1,11.0%,46,1.3,5,2.5,27,11.3%,3.5,8.3,2.6,4.0,15.4,3.6,0.5,1.4,27,0.2,0.1,44.4%,2.6%,James Harden,3.1,16.4,59.8%,84.3%,6.8%,1.1,0.4,40.2%,12.7%,12.2,10-11,43.6%,34.9%,51.8%,1.1,2.2%,俄克拉荷马雷霆,26.7,19.5%,55,7.1
76,1.8,12.3%,109,2.0,3.2%,3.2,0.3,0.9%,2.5,1.2,46.8%,32.5%,0.3,0.1,30.8%,4.5%,104,2.5,12.7%,25,1.4,0,2.6,14,13.4%,2.6,7.6,2.6,3.3,14.7,3.1,0.6,1.2,29,0.3,0.1,36.8%,3.3%,James Harden,3.2,14.0,55.1%,80.8%,8.1%,1.3,0.5,38.1%,16.8%,9.9,09-10,40.3%,37.5%,48.4%,1.1,2.4%,俄克拉荷马雷霆,22.9,20.4%,47,4.5
35,5.6,29.9%,96,-0.4,2.3%,6.9,0.2,0.5%,2.8,1.6,56.7%,13.6%,2.6,1.0,38.0%,12.9%,110,0.6,16.5%,7,3.7,35,1.9,18,13.5%,5.6,20.4,4.9,5.3,15.7,7.6,0.7,1.5,25,3.8,1.2,31.1%,18.5%,Kobe Bryant,5.7,17.6,47.7%,81.3%,9.1%,5.9,2.3,38.9%,29.2%,22.3,14-15,37.3%,29.3%,41.1%,1.3,2.0%,洛杉矶湖人,34.5,34.9%,10,0.2
6,6.3,34.6%,84,-0.5,1.2%,3.5,0.2,0.4%,2.0,1.5,75.0%,16.4%,1.5,0.8,55.6%,12.3%,111,0.1,14.5%,1,5.7,6,1.5,0,29.2%,3.0,12.2,4.0,2.7,14.7,5.2,0.3,0.5,4,3.0,1.5,50.0%,24.7%,Kobe Bryant,4.3,10.7,50.5%,85.7%,7.8%,3.0,0.8,27.8%,24.7%,13.8,13-14,42.5%,18.8%,44.5%,1.2,1.9%,洛杉矶湖人,29.5,28.7%,2,-0.4
79,6.6,31.2%,119,8.7,2.7%,4.6,0.2,0.5%,4.0,2.6,64.2%,21.9%,1.3,0.5,40.0%,6.9%,105,3.9,11.4%,3,3.0,79,2.3,37,13.0%,4.1,18.3,3.7,10.0,18.4,8.5,0.8,4.1,14,0.9,0.4,45.1%,4.9%,Stephen Curry,4.5,24.6,62.4%,89.8%,7.3%,2.1,1.0,45.5%,11.6%,25.3,16-17,46.8%,41.1%,58.0%,1.8,2.6%,金州勇士,33.4,30.1%,65,12.6
79,6.7,33.7%,125,13.8,2.9%,5.1,0.2,0.4%,4.6,3.2,69.6%,22.5%,1.7,0.7,42.2%,8.4%,103,4.1,13.6%,7,3.3,79,2.0,32,12.9%,4.6,20.2,4.6,11.2,17.4,10.2,0.9,5.1,8,1.0,0.4,44.7%,4.8%,Stephen Curry,5.4,31.5,66.9%,90.8%,8.6%,1.8,0.8,44.3%,8.8%,30.1,15-16,50.4%,45.4%,63.0%,2.1,3.0%,金州勇士,34.2,32.6%,71,17.9
82,9.1,44.4%,118,11.0,3.7%,6.5,0.9,2.0%,8.2,6.2,76.6%,42.3%,2.2,0.8,37.8%,11.4%,109,3.0,22.3%,120,4.2,82,1.7,84,16.1%,4.7,19.3,7.5,5.0,10.9,10.5,1.2,1.8,32,1.7,0.7,42.1%,8.9%,LeBron James,8.6,28.6,62.1%,73.1%,13.1%,2.3,0.8,37.1%,11.8%,27.5,17-18,54.2%,36.7%,59.0%,1.4,1.9%,克里夫兰骑士,36.9,31.6%,50,14.0
42,1.6,14.3%,123,0.2,2.3%,1.0,0.3,3.2%,0.6,0.6,100.0%,9.7%,0.2,0.0,0.0%,3.2%,105,0.1,28.9%,0,1.1,42,2.3,0,3.0%,0.8,6.5,5.7,0.1,16.4,3.0,1.1,0.0,24,0.6,0.2,33.3%,9.7%,Kevin Garnett,6.8,19.3,58.0%,82.9%,15.2%,4.6,2.8,60.9%,74.2%,6.8,14-15,45.5%,16.7%,58.1%,1.0,2.6%,布鲁克林篮网,20.2,15.2%,18,0.3
54,1.5,12.4%,93,-0.7,6.5%,0.9,0.7,3.0%,1.1,0.6,60.3%,16.3%,1.1,0.3,30.5%,16.6%,101,1.9,32.1%,13,1.3,54,2.3,3,15.5%,0.7,6.6,5.5,0.1,13.1,2.9,1.1,0.0,27,1.1,0.5,46.7%,16.9%,Kevin Garnett,6.6,13.3,46.7%,80.9%,19.3%,3.3,1.4,43.2%,49.4%,6.5,13-14,44.1%,0.0%,44.1%,0.8,2.0%,布鲁克林篮网,20.6,18.9%,27,1.2
79,4.3,24.4%,107,4.9,5.4%,7.6,0.7,1.5%,6.0,3.3,55.9%,31.1%,2.8,1.1,37.5%,14.8%,102,4.4,13.4%,87,2.7,79,3.0,54,10.7%,6.1,19.2,4.1,4.6,12.6,8.3,1.7,1.6,30,1.7,0.6,35.3%,9.0%,Vince Carter,5.8,21.6,53.6%,79.9%,9.3%,4.0,1.7,41.4%,21.0%,24.2,05-06,43.0%,34.1%,47.1%,1.2,1.7%,新泽西篮网,36.8,32.3%,49,9.3
77,4.2,25.7%,109,5.9,4.4%,6.0,0.6,1.3%,5.0,3.0,59.1%,25.2%,3.4,1.4,40.5%,17.1%,104,3.5,12.6%,70,2.2,76,3.2,36,8.8%,4.8,20.0,3.8,4.1,12.8,9.0,1.4,1.6,37,2.6,0.9,35.3%,13.0%,Vince Carter,5.2,22.9,54.1%,79.8%,8.4%,4.9,2.1,43.0%,24.3%,24.5,04-05,45.2%,40.6%,49.3%,1.4,2.1%,总计,36.7,31.6%,40,9.4
55,3.5,28.2%,103,0.4,0.7%,1.4,0.0,0.1%,2.4,1.5,62.6%,33.8%,1.0,0.4,39.3%,14.4%,109,1.1,9.2%,0,1.2,21,0.9,6,13.9%,1.0,7.1,1.6,0.7,10.4,3.2,0.1,0.2,23,0.9,0.4,42.9%,12.6%,Tony Parker,1.7,12.7,49.8%,70.5%,4.9%,2.1,0.8,37.4%,29.6%,7.7,17-18,45.9%,27.0%,47.2%,0.5,1.3%,圣安东尼奥马刺,19.4,20.5%,32,1.4
68,5.4,25.5%,119,7.5,1.6%,5.9,1.8,4.0%,3.2,2.4,75.8%,17.9%,1.7,0.9,51.3%,9.6%,107,2.9,19.5%,94,3.0,68,2.0,43,12.9%,5.3,18.0,6.4,6.1,15.4,9.3,0.5,2.5,19,3.6,1.8,49.2%,20.1%,Kevin Durant,6.8,26.0,64.0%,88.9%,11.2%,3.3,1.6,48.7%,18.5%,26.4,17-18,51.6%,41.9%,58.6%,0.7,1.0%,金州勇士,34.3,30.4%,49,10.4
78,6.0,29.7%,112,8.4,2.5%,8.0,0.3,0.6%,4.3,3.0,69.3%,21.1%,3.0,1.4,46.2%,14.7%,107,2.6,13.1%,51,3.7,78,2.2,41,13.3%,6.7,20.4,4.7,5.2,14.4,9.5,0.8,1.7,36,3.1,1.4,47.1%,15.0%,Kobe Bryant,5.6,23.0,57.0%,83.9%,7.9%,4.8,1.9,40.2%,23.7%,27.3,12-13,46.3%,32.4%,50.4%,1.4,1.8%,洛杉矶湖人,38.7,31.9%,42,10.9
58,4.6,23.7%,105,4.2,3.5%,7.8,0.3,0.6%,3.0,2.1,68.8%,13.2%,3.8,1.6,43.4%,16.4%,106,2.0,11.8%,28,3.5,58,1.8,51,11.7%,6.6,23.0,4.3,4.9,15.0,9.9,1.1,1.5,22,4.5,1.8,40.3%,19.7%,Kobe Bryant,5.4,21.9,52.7%,84.5%,7.8%,6.7,2.8,42.2%,29.3%,27.9,11-12,43.0%,30.3%,46.2%,1.2,1.6%,洛杉矶湖人,38.5,35.7%,36,6.2
80,7.7,38.6%,122,11.5,2.4%,4.2,0.2,0.5%,3.1,2.1,68.7%,18.6%,1.6,0.8,45.8%,9.8%,101,4.1,11.4%,4,3.1,80,2.0,29,14.3%,3.9,16.8,3.6,8.1,17.6,8.2,0.7,3.6,13,1.2,0.6,51.5%,7.2%,Stephen Curry,4.3,28.0,63.8%,91.4%,7.0%,2.7,1.1,39.4%,16.3%,23.8,14-15,48.7%,44.3%,59.4%,2.0,3.0%,金州勇士,32.7,28.9%,67,15.7
78,8.5,39.9%,117,9.3,1.8%,4.5,0.2,0.4%,2.5,1.5,62.5%,13.9%,1.7,0.7,41.2%,9.5%,104,4.0,10.9%,4,3.8,78,2.5,33,16.1%,3.9,17.7,3.7,7.9,18.1,8.4,0.6,3.3,28,1.4,0.8,55.7%,7.7%,Stephen Curry,4.3,24.1,61.0%,88.5%,6.4%,4.3,2.0,46.6%,24.5%,24.0,13-14,47.1%,42.4%,56.6%,1.6,2.2%,金州勇士,36.4,28.3%,50,13.4
74,8.7,41.3%,119,9.8,4.0%,7.2,0.6,1.3%,7.8,6.1,78.0%,43.2%,1.9,0.7,38.5%,10.6%,108,3.0,20.7%,145,4.1,74,1.8,75,16.1%,4.8,18.2,7.3,4.6,11.0,9.9,1.3,1.7,23,1.9,0.8,44.0%,10.5%,LeBron James,8.6,27.0,61.9%,67.4%,12.6%,1.9,0.6,30.7%,10.2%,26.4,16-17,54.8%,36.3%,59.4%,1.2,1.6%,克里夫兰骑士,37.8,30.0%,51,12.9
76,6.8,36.0%,116,9.6,4.7%,6.5,0.6,1.5%,8.6,6.2,72.2%,45.9%,2.2,0.8,36.1%,11.9%,103,4.0,18.8%,111,3.3,76,1.9,74,13.2%,4.7,18.6,6.0,3.7,9.6,9.7,1.5,1.1,20,1.7,0.6,34.8%,9.3%,LeBron James,7.4,27.5,58.8%,73.1%,11.8%,2.4,1.0,40.4%,12.9%,25.3,15-16,52.0%,30.9%,55.1%,1.4,2.0%,克里夫兰骑士,35.7,31.4%,56,13.6
68,2.3,14.4%,104,1.8,4.5%,3.0,0.9,2.4%,2.1,1.5,72.4%,17.1%,2.5,1.0,41.7%,19.8%,99,3.8,25.8%,27,1.6,68,2.3,13,10.5%,2.3,12.5,6.7,0.2,12.5,6.2,1.1,0.0,32,2.7,1.3,48.4%,21.6%,Kevin Garnett,7.8,19.2,53.5%,78.6%,15.5%,5.0,2.3,46.3%,39.6%,14.8,12-13,49.6%,12.5%,49.8%,1.1,2.0%,波士顿凯尔特人,29.8,24.5%,36,5.6
60,2.9,17.9%,106,2.6,4.4%,3.2,1.0,2.5%,2.5,1.7,69.1%,19.2%,2.3,1.0,44.1%,17.5%,94,4.3,25.8%,34,1.8,60,2.4,21,11.1%,2.7,13.0,7.1,0.2,12.4,6.5,1.1,0.1,23,2.6,1.1,42.3%,20.1%,Kevin Garnett,8.2,20.4,55.0%,85.7%,15.6%,5.5,2.6,48.6%,42.1%,15.8,11-12,50.3%,33.3%,50.5%,0.9,1.6%,波士顿凯尔特人,31.1,24.9%,37,6.9
57,4.7,27.6%,110,5.4,4.2%,6.8,0.6,1.2%,5.7,3.4,59.9%,26.2%,3.7,1.6,42.0%,17.1%,103,3.1,14.1%,59,2.6,56,3.3,28,9.4%,5.6,21.7,4.5,4.5,12.7,10.0,1.4,1.9,24,2.9,1.1,36.1%,13.4%,Vince Carter,5.9,24.5,55.6%,81.7%,9.1%,5.0,2.1,42.8%,22.8%,27.5,04-05,46.2%,42.5%,50.5%,1.5,2.0%,新泽西篮网,38.9,32.9%,33,8.5
20,3.1,18.5%,102,0.5,5.1%,3.6,0.8,1.8%,3.2,1.8,55.4%,21.5%,2.6,0.9,34.6%,17.2%,109,0.4,7.2%,11,1.1,20,2.8,8,6.2%,2.5,15.1,1.9,3.0,13.6,6.2,1.4,1.0,13,1.8,0.6,31.4%,11.6%,Vince Carter,3.3,17.0,47.5%,69.4%,6.1%,4.5,2.0,44.0%,30.1%,15.9,04-05,41.1%,32.2%,44.2%,1.3,2.1%,多伦多猛龙,30.4,26.7%,7,0.9
63,4.5,27.8%,107,1.4,0.7%,1.9,0.0,0.1%,2.6,1.5,58.0%,28.5%,2.0,0.8,40.9%,22.3%,109,1.7,7.3%,0,1.4,63,1.5,14,12.5%,1.3,9.0,1.7,1.1,11.1,4.2,0.1,0.4,17,1.0,0.4,39.1%,11.2%,Tony Parker,1.8,13.0,51.4%,72.6%,4.0%,2.3,1.1,48.3%,25.8%,10.1,16-17,46.6%,33.3%,48.6%,0.5,1.1%,圣安东尼奥马刺,25.2,20.2%,46,3.0
72,5.3,29.1%,109,2.9,1.0%,2.4,0.2,0.4%,3.1,1.9,61.5%,31.1%,1.7,0.7,43.1%,17.3%,103,2.9,8.8%,0,1.8,72,1.6,11,14.3%,1.8,9.9,2.2,0.9,10.5,4.9,0.2,0.4,13,1.4,0.6,42.0%,14.1%,Tony Parker,2.4,16.2,54.6%,76.0%,5.1%,2.8,1.3,45.5%,28.5%,11.9,15-16,49.3%,41.5%,51.2%,0.8,1.4%,圣安东尼奥马刺,27.5,21.2%,59,5.8
62,4.8,23.1%,125,8.0,2.2%,6.2,1.6,3.8%,4.4,3.5,79.6%,26.7%,1.9,0.9,48.7%,11.6%,101,4.0,23.6%,107,2.2,62,1.9,45,10.4%,5.4,16.5,7.6,5.0,13.8,8.9,0.6,1.9,11,2.7,1.1,43.0%,16.1%,Kevin Durant,8.3,27.6,65.1%,87.5%,13.6%,2.5,1.4,55.8%,15.2%,25.1,16-17,53.7%,37.5%,59.4%,1.1,1.5%,金州勇士,33.4,27.8%,51,12.0
72,5.0,24.2%,122,11.0,2.0%,6.9,1.2,2.5%,4.1,3.0,73.7%,21.2%,1.9,0.8,43.7%,9.8%,104,3.5,21.8%,106,3.5,72,1.9,32,13.5%,6.2,19.2,7.6,6.7,14.6,9.7,0.6,2.6,20,3.5,1.9,54.2%,18.2%,Kevin Durant,8.2,28.2,63.4%,89.8%,12.4%,3.1,1.4,45.5%,16.1%,28.2,15-16,50.5%,38.7%,57.3%,1.0,1.3%,俄克拉荷马雷霆,35.8,30.6%,52,14.5
27,4.1,22.2%,121,3.8,1.9%,6.3,0.9,2.2%,3.6,2.9,80.2%,20.6%,1.9,0.8,41.2%,10.9%,105,1.0,18.7%,37,2.7,27,1.5,16,12.0%,5.4,17.3,6.0,5.9,14.9,8.8,0.6,2.4,9,3.2,1.7,53.5%,18.4%,Kevin Durant,6.6,27.6,63.3%,85.4%,10.4%,2.8,1.1,40.0%,16.1%,25.4,14-15,51.0%,40.3%,57.8%,0.9,1.3%,俄克拉荷马雷霆,33.9,29.1%,18,4.8
82,4.7,26.7%,111,6.8,3.5%,7.1,0.1,0.3%,3.0,1.9,63.9%,15.2%,3.8,1.9,49.0%,19.0%,105,3.5,13.3%,38,3.0,82,2.1,64,11.4%,5.9,20.0,4.1,4.3,14.5,9.0,1.0,1.4,25,3.8,2.0,51.9%,19.2%,Kobe Bryant,5.1,23.9,54.8%,82.8%,8.5%,5.0,1.8,36.8%,24.9%,25.3,10-11,45.1%,32.3%,48.7%,1.2,1.9%,洛杉矶湖人,33.9,35.1%,57,10.3
73,5.0,23.8%,109,5.4,3.1%,7.4,0.3,0.5%,4.6,2.6,58.1%,21.2%,2.8,1.3,44.9%,13.2%,104,4.0,12.2%,36,3.2,73,2.6,58,11.4%,6.0,21.5,4.3,4.1,13.5,9.8,1.1,1.4,22,4.7,2.3,48.3%,22.1%,Kobe Bryant,5.4,21.9,54.5%,81.1%,7.7%,5.2,2.2,42.9%,24.3%,27.0,09-10,45.6%,32.9%,48.8%,1.5,2.1%,洛杉矶湖人,38.8,32.3%,51,9.4
78,6.9,31.1%,115,8.4,2.3%,3.7,0.2,0.3%,1.8,1.0,58.3%,10.0%,1.8,0.6,34.3%,10.3%,107,2.8,9.1%,3,3.1,78,2.5,19,13.7%,3.4,17.8,3.3,7.7,18.5,8.0,0.8,3.5,33,1.8,0.8,45.7%,9.9%,Stephen Curry,4.0,21.3,58.9%,90.0%,5.8%,4.7,2.1,43.8%,26.5%,22.9,12-13,45.1%,45.3%,54.9%,1.6,2.1%,金州勇士,38.3,26.4%,45,11.2
26,5.3,32.3%,112,1.8,2.3%,1.8,0.3,0.8%,1.2,0.7,56.3%,10.8%,1.1,0.3,26.7%,10.1%,108,0.4,11.3%,0,2.5,23,2.4,1,17.0%,1.5,11.4,2.8,4.7,18.0,5.6,0.6,2.1,13,0.9,0.3,29.2%,8.1%,Stephen Curry,3.4,21.2,60.5%,80.9%,6.8%,3.4,2.2,64.0%,30.1%,14.7,11-12,49.0%,45.5%,58.3%,1.5,2.8%,金州勇士,28.2,24.0%,13,2.2
69,7.4,38.6%,112,7.4,2.4%,7.7,0.7,1.6%,6.2,4.4,72.2%,33.2%,2.4,1.0,41.4%,12.7%,105,2.9,16.6%,88,3.9,69,2.0,59,15.3%,5.4,18.5,5.3,4.9,12.6,9.0,0.7,1.7,19,2.2,0.8,35.6%,11.6%,LeBron James,6.0,25.9,57.7%,71.0%,9.6%,2.9,1.1,37.7%,15.9%,25.3,14-15,48.8%,35.4%,53.5%,1.6,2.3%,克里夫兰骑士,36.1,32.3%,50,10.4
77,6.3,32.0%,121,12.3,3.6%,7.6,0.3,0.8%,7.0,5.6,79.6%,39.9%,2.2,1.2,55.4%,12.3%,105,3.7,18.9%,134,3.5,77,1.6,74,14.4%,5.7,17.6,5.9,4.0,11.4,10.0,1.1,1.5,25,1.5,0.6,40.4%,8.4%,LeBron James,6.9,29.3,64.9%,75.0%,11.5%,3.0,1.1,36.6%,16.8%,27.1,13-14,56.7%,37.9%,61.0%,1.6,2.2%,迈阿密热火,37.7,31.0%,52,15.9
