absent,assist,assist_rate,attack_efficient,attack_ws,attackrebound_rate,behindrebound,block,block_rate,bottom_hand,bottom_hit,bottom_hit_rate,bottom_part_rate,close_hand,close_hit,close_hit_rate,close_part_rate,defend_efficient,defend_ws,defendrebound_rate,dunk,fault,first,foul,foul_plus_one,foul_rate,frontrebound,hand,hand1,hand3,hand_distance,hit,hit1,hit3,lose,middle_hand,middle_hit,middle_hit_rate,middle_part_rate,name,penalty,per_value,real_hit,rebound,rebound_rate,remote_hand,remote_hit,remote_hit_rate,remote_part_rate,score,season,shoot,shoot3,shoot_efficient,steal,steal_rate,team,time,use_rate,win,ws
58,2.3,13.5%,108,3.0,7.9%,4.3,1.5,3.9%,3.3,2.3,69.1%,26.1%,3.5,1.2,35.3%,27.8%,99,2.9,28.2%,35,1.7,58,1.7,37,10.3%,3.0,12.6,7.1,0.1,9.7,6.2,1.9,0.0,13,2.2,1.0,45.7%,17.3%,Tim Duncan,9.0,22.5,53.1%,69.5%,18.3%,3.6,1.7,47.8%,28.2%,15.4,11-12,49.2%,0.0%,49.2%,0.7,1.2%,圣安东尼奥马刺,28.2,26.2%,45,5.9
65,1.7,11.7%,120,3.1,2.0%,1.0,0.2,0.7%,0.2,0.1,60.0%,3.6%,0.0,0.0,50.0%,0.5%,101,2.1,9.9%,0,0.8,7,1.7,2,10.7%,0.8,6.3,2.0,4.2,21.7,2.7,0.4,1.8,16,0.5,0.2,40.0%,7.3%,Kyle Korver,2.4,13.6,60.0%,83.3%,6.0%,1.4,0.6,40.4%,22.8%,8.1,11-12,43.2%,43.5%,57.5%,0.6,1.3%,芝加哥公牛,22.6,15.3%,49,5.3
82,1.5,12.1%,115,2.7,0.9%,1.1,0.2,0.9%,0.2,0.1,70.6%,3.1%,0.1,0.0,20.0%,1.8%,104,2.4,9.5%,1,0.7,0,1.9,1,9.2%,0.9,6.8,1.7,3.5,21.1,3.0,0.1,1.5,20,0.4,0.1,32.4%,6.1%,Kyle Korver,1.8,13.0,57.2%,88.5%,5.3%,2.5,1.2,46.9%,37.2%,8.3,10-11,43.4%,41.5%,54.2%,0.4,1.1%,芝加哥公牛,20.1,18.3%,62,5.1
78,3.4,17.8%,123,11.8,5.3%,7.1,0.8,1.7%,3.1,1.9,60.3%,18.0%,1.4,0.6,40.9%,8.2%,102,4.5,23.9%,20,2.1,78,2.2,41,9.5%,6.4,17.2,7.3,2.2,13.8,8.6,1.6,0.9,14,4.4,2.2,50.0%,25.5%,Dirk Nowitzki,8.9,27.6,60.5%,90.4%,14.8%,6.1,3.1,50.4%,35.3%,24.6,06-07,50.2%,41.6%,52.9%,0.7,1.0%,达拉斯小牛,36.2,28.9%,64,16.3
81,2.8,14.7%,123,13.5,4.6%,7.4,1.0,2.1%,3.1,1.8,59.1%,15.8%,1.9,0.8,41.9%,9.9%,103,4.3,23.4%,23,1.9,81,2.0,57,7.9%,6.7,19.3,7.6,3.3,14.4,9.3,1.4,1.4,21,5.1,2.5,49.1%,26.3%,Dirk Nowitzki,9.0,28.1,58.9%,90.1%,14.2%,5.9,2.8,47.5%,30.7%,26.6,05-06,48.0%,40.6%,51.5%,0.7,1.0%,达拉斯小牛,38.1,30.0%,60,17.7
67,6.3,26.4%,110,3.3,2.8%,4.5,0.6,1.2%,2.9,2.2,74.4%,25.7%,0.9,0.2,25.4%,7.8%,104,3.5,15.2%,102,2.1,67,1.6,21,13.4%,3.1,11.3,4.9,2.7,14.4,5.0,0.9,0.9,31,1.3,0.5,35.6%,11.9%,Andre Iguodala,5.8,17.2,53.0%,69.3%,9.0%,3.5,1.3,36.3%,30.8%,14.1,10-11,44.5%,33.7%,48.6%,1.5,2.1%,费城76人,36.9,19.2%,36,6.7
82,5.8,23.7%,108,4.0,3.0%,5.2,0.7,1.4%,3.8,2.6,68.3%,27.6%,0.7,0.3,36.7%,5.4%,109,2.8,16.8%,122,2.7,82,1.8,30,14.3%,3.8,13.7,5.5,3.7,14.5,6.0,1.0,1.1,55,1.6,0.5,30.8%,11.6%,Andre Iguodala,6.5,17.8,53.5%,73.3%,9.8%,3.9,1.6,40.6%,28.4%,17.1,09-10,44.3%,31.0%,48.5%,1.7,2.3%,费城76人,38.9,21.8%,27,6.7
60,7.0,29.9%,123,7.8,2.4%,6.1,0.3,0.7%,3.0,2.0,68.0%,19.4%,2.6,1.0,39.9%,16.7%,109,2.3,12.0%,0,2.9,60,2.8,39,13.8%,5.0,15.3,4.0,7.8,16.4,7.1,0.8,3.2,24,0.9,0.4,46.3%,5.9%,Kyle Lowry,4.8,22.9,62.3%,81.9%,7.2%,1.1,0.4,40.0%,7.1%,22.4,16-17,46.4%,41.2%,56.9%,1.5,2.0%,多伦多猛龙,37.4,24.9%,36,10.1
31,2.1,16.0%,103,0.5,8.5%,7.9,2.5,7.7%,4.5,2.9,64.0%,32.4%,2.6,1.0,36.6%,19.1%,102,1.5,25.6%,25,3.8,31,3.6,14,17.9%,6.2,13.8,5.9,3.2,11.2,6.5,2.0,1.2,18,2.4,0.9,37.0%,17.0%,Joel Embiid,7.8,24.1,58.4%,78.3%,17.0%,1.2,0.6,48.6%,8.6%,20.2,16-17,46.6%,36.7%,50.8%,0.9,1.7%,费城76人,25.4,36.0%,13,1.9
76,2.7,15.7%,111,3.7,9.3%,3.4,1.9,4.8%,2.8,2.1,74.2%,25.4%,3.8,1.7,43.3%,34.7%,100,4.0,26.8%,32,1.6,76,1.6,21,11.4%,2.4,11.0,6.7,0.1,9.0,5.5,2.2,0.0,16,2.0,0.7,35.5%,18.5%,Tim Duncan,8.9,21.9,53.7%,71.6%,18.3%,2.3,1.1,45.7%,20.9%,13.4,10-11,50.0%,0.0%,50.0%,0.7,1.2%,圣安东尼奥马刺,28.4,22.9%,60,7.7
78,3.2,17.8%,116,6.4,10.8%,4.8,1.5,3.5%,4.2,2.9,68.0%,30.3%,4.3,2.1,49.4%,30.9%,101,4.5,26.8%,33,1.8,77,1.9,50,10.1%,3.5,13.9,7.3,0.1,8.3,7.2,2.8,0.0,31,3.3,1.4,42.6%,23.8%,Tim Duncan,10.1,24.7,56.0%,72.5%,18.9%,1.9,0.8,40.4%,14.0%,17.9,09-10,51.8%,18.2%,51.9%,0.6,1.0%,圣安东尼奥马刺,31.3,26.0%,47,10.9
52,1.7,13.9%,116,1.6,1.3%,0.9,0.2,1.0%,0.4,0.2,61.9%,7.5%,0.1,0.0,0.0%,1.4%,107,1.0,12.2%,1,0.8,0,1.5,3,12.2%,0.8,5.4,1.9,2.1,19.1,2.7,0.2,1.1,16,0.4,0.2,45.5%,7.9%,Kyle Korver,2.1,13.9,62.0%,79.6%,6.9%,2.4,1.1,45.5%,43.9%,7.2,09-10,49.3%,53.6%,59.8%,0.5,1.4%,犹他爵士,18.3,16.2%,36,2.6
78,1.8,11.1%,110,1.9,2.2%,1.6,0.4,1.3%,0.7,0.4,53.8%,9.3%,0.1,0.0,18.2%,2.0%,109,1.8,14.2%,4,1.2,2,2.2,3,12.8%,1.4,7.2,2.9,3.4,18.9,3.1,0.4,1.3,32,0.6,0.3,45.7%,8.2%,Kyle Korver,3.3,12.1,57.2%,88.2%,8.2%,2.4,1.2,49.5%,32.9%,9.0,08-09,43.8%,38.6%,52.9%,0.6,1.3%,犹他爵士,24.0,16.9%,46,3.7
75,1.3,8.8%,114,2.7,1.5%,1.7,0.4,1.4%,0.7,0.5,67.3%,9.0%,0.1,0.1,72.7%,1.9%,109,1.5,10.5%,1,1.0,0,2.6,7,10.6%,1.6,7.7,2.0,3.9,19.4,3.4,0.3,1.5,25,0.8,0.4,46.7%,10.4%,Kyle Korver,2.3,12.8,58.5%,91.5%,6.0%,2.1,1.0,46.8%,27.1%,9.9,07-08,44.3%,37.5%,54.0%,0.6,1.3%,总计,23.1,18.3%,50,4.2
78,3.1,14.3%,118,10.3,3.6%,9.1,1.5,2.9%,3.4,2.1,63.7%,18.1%,1.3,0.6,45.2%,7.2%,100,5.2,24.0%,48,2.3,78,2.8,52,9.1%,7.9,18.5,8.5,2.9,14.5,8.5,1.2,1.2,22,3.8,1.5,41.0%,20.3%,Dirk Nowitzki,9.7,26.1,57.8%,86.9%,14.0%,7.2,3.1,42.7%,38.6%,26.1,04-05,45.9%,39.9%,49.0%,1.2,1.7%,达拉斯小牛,38.7,28.7%,56,15.6
77,2.7,11.3%,116,9.0,3.3%,5.5,1.4,2.6%,2.6,1.7,65.8%,15.4%,1.4,0.6,38.7%,8.5%,104,2.5,22.2%,35,1.8,77,2.8,33,8.3%,4.8,17.0,7.5,3.8,15.3,7.9,1.2,1.3,28,3.4,1.6,47.1%,19.8%,Dirk Nowitzki,8.7,22.5,56.1%,87.7%,12.5%,5.8,2.7,46.4%,34.2%,21.8,03-04,46.2%,34.1%,50.0%,1.2,1.6%,达拉斯小牛,37.9,24.5%,49,11.5
80,3.0,13.3%,117,10.8,2.9%,6.9,1.0,2.0%,3.0,2.1,70.0%,16.3%,1.4,0.5,36.3%,7.6%,98,5.3,25.1%,41,1.9,80,2.6,54,8.1%,6.0,18.6,8.9,4.9,15.3,8.6,1.0,1.9,21,3.7,1.9,51.3%,20.0%,Dirk Nowitzki,9.9,25.6,58.1%,88.1%,14.0%,5.6,2.2,40.0%,29.9%,25.1,02-03,46.3%,37.9%,51.3%,1.4,1.8%,达拉斯小牛,39.0,27.4%,59,16.1
82,5.3,22.4%,112,5.6,3.3%,6.4,0.4,0.9%,5.0,3.6,72.7%,35.4%,0.7,0.2,27.9%,5.3%,108,3.5,14.0%,153,2.7,82,1.9,40,13.9%,4.6,14.0,4.6,3.2,13.0,6.6,1.1,1.0,41,1.0,0.3,29.1%,7.5%,Andre Iguodala,5.7,18.4,56.0%,72.4%,8.6%,4.1,1.5,37.5%,29.0%,18.8,08-09,47.3%,30.7%,50.7%,1.6,2.1%,费城76人,39.9,22.3%,41,9.2
82,4.8,20.3%,110,5.3,3.1%,6.2,0.6,1.2%,4.4,3.0,68.9%,28.0%,0.9,0.4,38.7%,5.9%,105,4.4,13.4%,141,2.6,82,2.3,44,12.5%,4.5,15.6,4.4,3.7,14.1,7.1,1.0,1.2,42,1.7,0.5,28.9%,10.6%,Andre Iguodala,5.4,19.0,54.3%,72.1%,8.2%,4.9,2.0,41.4%,31.6%,19.9,07-08,45.6%,32.9%,49.5%,2.1,2.8%,费城76人,39.5,23.8%,40,9.6
77,6.4,29.9%,115,8.0,2.2%,6.4,0.4,1.0%,3.4,2.0,60.2%,21.6%,2.2,0.8,35.5%,14.1%,104,3.7,12.3%,0,2.9,77,2.7,26,13.7%,5.2,15.6,4.0,7.1,15.6,6.6,0.7,2.8,23,1.1,0.4,35.7%,7.0%,Kyle Lowry,4.7,22.2,57.8%,81.1%,7.3%,1.8,0.7,38.6%,11.7%,21.2,15-16,42.7%,38.8%,51.6%,2.1,2.9%,多伦多猛龙,37.1,26.1%,54,11.6
70,6.8,32.4%,110,5.1,2.6%,4.5,0.2,0.4%,3.0,1.9,63.0%,19.9%,2.1,0.8,40.4%,14.0%,107,2.0,13.1%,0,2.5,70,3.0,24,12.8%,3.6,14.9,3.9,5.6,15.6,6.1,0.8,1.9,27,1.4,0.5,32.0%,9.6%,Kyle Lowry,4.7,19.3,52.7%,80.8%,7.8%,2.8,1.1,38.4%,19.0%,17.8,14-15,41.2%,33.8%,47.6%,1.6,2.3%,多伦多猛龙,34.6,25.4%,43,7.1
75,3.5,19.3%,111,5.0,9.6%,6.4,1.7,3.7%,4.6,2.9,63.7%,31.3%,4.9,2.3,46.3%,33.3%,100,5.0,27.9%,26,2.2,75,2.3,56,11.1%,4.5,14.8,8.0,0.0,8.0,7.4,2.7,0.0,26,2.7,1.1,41.8%,18.2%,Tim Duncan,10.7,24.4,54.9%,69.2%,18.9%,2.5,1.1,43.6%,17.0%,19.3,08-09,50.4%,0.0%,50.4%,0.5,0.8%,圣安东尼奥马刺,33.6,28.5%,49,10.1
78,2.8,15.7%,110,4.9,10.7%,5.9,1.9,4.3%,5.1,3.6,69.6%,34.0%,5.5,2.3,41.2%,36.5%,97,6.2,28.3%,43,2.3,78,2.4,62,11.4%,4.3,15.1,8.3,0.1,7.2,7.5,3.0,0.0,24,2.6,0.9,35.3%,17.1%,Tim Duncan,11.3,24.4,54.6%,73.0%,19.6%,1.8,0.7,40.8%,12.1%,19.3,07-08,49.7%,0.0%,49.7%,0.7,1.1%,圣安东尼奥马刺,34.0,28.2%,54,11.1
50,1.4,7.9%,105,0.4,2.1%,1.9,0.5,0.7%,1.0,0.6,57.7%,11.5%,0.1,0.0,0.0%,0.9%,108,0.6,11.1%,0,0.9,0,2.5,3,10.4%,1.8,7.0,1.8,3.8,19.1,3.3,0.2,1.5,12,1.0,0.4,38.5%,11.5%,Kyle Korver,2.0,10.5,51.5%,91.7%,6.6%,2.6,1.1,41.5%,28.6%,9.8,07-08,47.4%,38.8%,48.0%,0.4,1.6%,犹他爵士,21.5,18.5%,38,1.0
25,1.3,9.3%,120,2.3,1.0%,1.4,0.2,1.7%,0.5,0.4,76.9%,7.5%,0.2,0.2,88.9%,2.6%,109,0.9,10.1%,1,1.1,0,2.7,4,10.7%,1.2,9.1,2.4,4.3,19.6,3.6,0.5,1.5,13,0.7,0.4,52.9%,9.8%,Kyle Korver,2.9,14.2,62.9%,91.2%,5.6%,1.8,0.9,50.5%,26.1%,10.0,07-08,39.6%,35.2%,57.9%,0.8,1.1%,费城76人,26.3,18.2%,12,3.2
76,2.4,10.8%,120,10.2,4.7%,6.8,1.0,1.9%,4.0,2.4,61.1%,24.1%,1.3,0.4,34.7%,7.8%,104,3.1,24.0%,45,1.9,76,2.9,49,8.9%,5.8,16.6,8.4,4.6,14.2,7.9,1.6,1.8,23,2.5,1.1,43.8%,15.4%,Dirk Nowitzki,9.9,24.1,59.9%,85.3%,14.5%,4.1,2.1,50.2%,24.9%,23.4,01-02,47.7%,39.7%,53.2%,1.1,1.5%,达拉斯小牛,38.0,25.5%,53,13.4
82,2.1,9.4%,118,10.3,4.4%,6.6,1.2,2.3%,3.2,2.3,70.5%,21.2%,1.5,0.4,29.5%,9.8%,100,4.3,22.1%,44,1.9,82,3.0,53,9.5%,5.5,15.2,7.7,4.8,14.7,7.2,1.5,1.8,29,2.5,1.2,47.8%,16.6%,Dirk Nowitzki,9.2,22.8,60.1%,83.8%,13.5%,3.2,1.5,45.1%,21.2%,21.8,00-01,47.4%,38.7%,53.4%,1.0,1.3%,达拉斯小牛,38.1,23.8%,53,14.6
76,5.7,23.8%,107,4.1,3.0%,7.3,0.4,0.8%,4.8,3.1,64.0%,36.7%,0.7,0.2,25.9%,5.4%,105,3.6,14.0%,120,3.4,76,2.6,36,17.5%,5.9,13.0,4.7,2.0,11.9,5.8,1.0,0.6,46,1.4,0.4,30.2%,10.7%,Andre Iguodala,5.7,18.1,56.2%,82.0%,8.5%,4.1,1.5,37.2%,31.5%,18.2,06-07,44.7%,31.0%,47.1%,2.0,2.6%,费城76人,40.3,22.6%,30,7.7
82,3.1,12.9%,115,4.9,4.4%,4.3,0.3,0.5%,4.0,2.6,64.5%,48.0%,0.9,0.4,37.2%,11.3%,108,2.6,13.8%,129,1.9,82,2.4,19,15.4%,3.2,8.4,4.4,1.9,9.5,4.2,1.4,0.7,44,0.7,0.2,36.4%,8.0%,Andre Iguodala,5.9,14.8,59.8%,75.4%,9.1%,0.8,0.3,38.8%,9.7%,12.3,05-06,50.0%,35.4%,54.1%,1.6,2.3%,费城76人,37.6,14.7%,38,7.5
79,7.4,34.7%,118,8.4,3.6%,4.9,0.2,0.4%,2.6,1.6,61.1%,18.8%,2.2,0.9,41.7%,16.2%,106,3.3,11.5%,0,2.5,79,3.4,24,13.4%,4.0,13.7,3.6,6.3,16.4,5.8,1.1,2.4,34,0.8,0.3,32.8%,6.2%,Kyle Lowry,4.7,20.1,56.7%,81.3%,7.5%,1.7,0.6,35.3%,12.6%,17.9,13-14,42.3%,38.0%,51.1%,1.5,2.2%,多伦多猛龙,36.2,22.9%,45,11.7
68,6.4,34.6%,110,3.5,3.2%,3.5,0.4,1.0%,2.2,1.2,56.8%,23.8%,1.1,0.4,37.8%,11.9%,106,2.1,15.9%,0,2.3,52,3.2,13,17.7%,2.8,9.2,3.9,4.1,16.1,3.7,0.8,1.5,41,0.6,0.2,35.9%,6.3%,Kyle Lowry,4.7,17.5,54.3%,79.5%,9.5%,1.2,0.3,27.7%,13.3%,11.6,12-13,40.1%,36.2%,48.2%,1.4,2.5%,多伦多猛龙,29.8,20.3%,27,5.6
80,3.4,18.8%,111,6.3,9.8%,7.1,2.4,5.1%,5.6,3.9,70.0%,39.5%,4.8,2.3,47.8%,34.0%,94,6.8,27.0%,40,2.8,80,2.5,78,14.0%,4.5,14.1,7.9,0.1,6.6,7.7,2.7,0.0,22,2.3,1.0,43.4%,16.1%,Tim Duncan,10.6,26.1,57.9%,63.7%,18.8%,1.3,0.5,38.0%,9.5%,20.0,06-07,54.6%,11.1%,54.7%,0.8,1.3%,圣安东尼奥马刺,34.1,27.9%,58,13.0
80,3.2,16.5%,106,3.9,10.1%,6.7,2.0,4.2%,4.8,3.4,70.5%,32.1%,5.4,2.1,39.9%,36.2%,94,6.9,26.9%,65,2.5,80,2.7,84,12.2%,4.2,14.8,8.1,0.1,7.5,7.2,2.9,0.0,19,2.6,1.0,37.9%,17.8%,Tim Duncan,11.0,23.1,52.3%,62.9%,18.7%,2.0,0.7,33.1%,13.5%,18.6,05-06,48.4%,40.0%,48.5%,0.9,1.4%,圣安东尼奥马刺,34.8,27.7%,61,10.8
74,1.4,8.0%,109,2.9,1.6%,2.8,0.3,0.7%,1.1,0.7,64.3%,9.9%,0.4,0.1,37.0%,3.2%,109,1.7,12.0%,3,1.6,1,2.5,9,11.1%,2.6,11.4,3.1,4.1,18.3,5.0,0.4,1.8,44,1.7,0.6,35.4%,15.0%,Kyle Korver,3.5,14.2,56.9%,91.4%,6.8%,4.1,1.8,43.7%,35.5%,14.4,06-07,44.0%,43.0%,51.8%,0.8,1.3%,费城76人,30.9,21.3%,30,4.6
82,2.0,10.2%,111,3.2,1.2%,1.5,0.3,0.8%,0.7,0.3,51.9%,7.1%,0.4,0.1,31.3%,4.2%,110,1.3,11.1%,3,1.2,43,2.7,4,10.8%,1.2,9.3,3.0,5.3,20.4,4.0,0.3,2.2,44,0.7,0.3,45.0%,7.9%,Kyle Korver,3.3,12.3,57.7%,84.9%,6.2%,2.2,1.0,44.1%,23.3%,11.5,05-06,43.0%,42.0%,55.1%,0.8,1.3%,费城76人,31.3,16.2%,38,4.6
82,2.5,10.9%,112,6.1,3.8%,4.2,0.8,1.6%, , , , , , , , ,107,1.9,15.6%, ,1.7,81,3.1, ,10.0%,3.5,13.6,5.2,3.7, ,6.3,1.2,1.4,42, , , , ,Dirk Nowitzki,6.5,17.5,56.4%,83.0%,9.7%, , , , ,17.5,99-00,46.1%,37.9%,51.3%,0.8,1.1%,达拉斯小牛,35.8,21.2%,40,8.1
47,1.0,8.4%,95,0.1,4.8%,2.7,0.6,2.0%, , , , , , , , ,104,0.7,14.3%, ,1.6,24,2.2, ,15.7%,2.1,7.1,2.6,1.4, ,2.9,0.9,0.3,30, , , , ,Dirk Nowitzki,3.4,12.8,49.1%,77.3%,9.5%, , , , ,8.2,98-99,40.5%,20.6%,42.6%,0.6,1.6%,达拉斯小牛,20.4,22.3%,17,0.8
82,3.0,14.3%,110,2.7,3.7%,2.6,0.6,1.4%,3.1,2.1,69.8%,46.2%,0.6,0.1,23.4%,8.6%,102,4.0,15.9%,122,1.7,82,2.5,12,17.9%,1.9,6.7,4.6,1.7,10.3,3.3,1.1,0.6,39,0.5,0.2,33.3%,7.7%,Andre Iguodala,5.7,13.5,58.0%,74.3%,9.7%,0.8,0.3,33.3%,11.5%,9.0,04-05,49.3%,33.1%,53.6%,1.7,2.6%,费城76人,32.8,12.8%,43,6.6
59,4.9,20.6%,122,7.1,4.2%,7.2,0.4,1.0%,3.9,2.6,66.2%,25.1%,2.6,1.3,49.0%,16.8%,110,1.8,12.7%,41,1.8,59,1.3,38,8.9%,6.2,15.6,4.0,3.4,12.1,7.4,1.3,1.2,22,3.2,1.4,43.2%,20.8%,Jimmy Butler,5.3,23.7,59.0%,85.4%,8.4%,2.4,0.9,38.5%,15.5%,22.2,17-18,47.4%,35.0%,51.2%,2.0,2.7%,明尼苏达森林狼,36.7,24.9%,37,8.9
47,6.6,32.3%,111,3.3,2.8%,4.2,0.3,0.7%,2.7,1.6,59.7%,25.1%,1.5,0.4,26.4%,14.0%,104,1.6,13.7%,0,2.8,38,2.8,14,17.8%,3.6,10.9,3.7,4.5,15.4,4.5,0.8,1.7,23,0.7,0.2,30.3%,6.4%,Kyle Lowry,4.5,18.8,55.8%,86.4%,8.2%,1.5,0.5,36.8%,13.3%,14.3,11-12,40.9%,37.4%,48.6%,1.6,2.5%,休斯顿火箭,32.1,22.0%,24,4.9
75,6.7,29.4%,115,5.1,3.9%,3.3,0.3,0.6%,2.4,1.6,66.5%,22.5%,1.5,0.6,40.5%,14.3%,110,1.8,9.7%,0,2.1,71,2.8,19,14.7%,2.6,10.8,2.9,4.6,15.8,4.6,1.2,1.7,35,0.6,0.2,26.1%,5.7%,Kyle Lowry,4.1,16.5,55.0%,76.5%,6.8%,1.6,0.5,29.5%,15.1%,13.5,10-11,42.6%,37.6%,50.6%,1.4,2.0%,休斯顿火箭,34.2,18.6%,40,7.0
66,2.7,16.1%,112,5.5,10.7%,6.9,2.6,5.7%,4.5,3.0,67.4%,28.6%,5.5,2.3,42.1%,34.6%,93,5.7,28.2%,56,1.9,66,2.2,64,9.3%,4.6,15.8,8.0,0.1,8.2,7.8,3.1,0.0,16,3.2,1.3,42.0%,20.3%,Tim Duncan,11.1,27.0,54.0%,67.0%,19.4%,2.4,1.1,44.4%,15.5%,20.3,04-05,49.6%,33.3%,49.8%,0.7,1.1%,圣安东尼奥马刺,33.4,28.9%,50,11.2
69,3.1,17.4%,107,5.9,10.2%,8.5,2.7,5.3%,5.7,4.1,71.2%,33.3%,5.4,2.3,42.0%,31.7%,89,7.2,27.6%,80,2.7,68,2.4,67,11.3%,5.1,17.1,9.2,0.2,7.7,8.6,3.3,0.0,18,3.7,1.4,38.6%,21.5%,Tim Duncan,12.4,27.1,53.4%,59.9%,19.0%,2.1,0.8,37.2%,12.5%,22.3,03-04,50.1%,16.7%,50.2%,0.9,1.3%,圣安东尼奥马刺,36.6,29.7%,51,13.1
82,2.2,11.0%,112,3.3,1.7%,1.2,0.4,1.0%,0.6,0.3,56.3%,6.3%,0.2,0.1,40.0%,2.6%,105,3.3,14.5%,1,1.3,57,3.2,2,11.7%,1.0,9.3,4.1,6.8,21.7,3.9,0.5,2.8,39,0.5,0.3,52.4%,5.5%,Kyle Korver,4.6,12.8,58.8%,85.4%,8.0%,1.1,0.4,37.4%,12.0%,11.5,04-05,41.8%,40.5%,56.7%,1.3,2.0%,费城76人,32.5,15.1%,43,6.6
74,0.5,8.3%,97,0.2,4.0%,0.3,0.1,0.7%,0.3,0.1,40.0%,6.1%,0.0,0.0,33.3%,0.9%,104,0.8,10.7%,0,0.6,0,1.4,1,10.8%,0.3,4.4,1.1,2.8,21.2,1.6,0.4,1.1,46,0.4,0.1,25.0%,9.8%,Kyle Korver,1.5,10.1,48.9%,79.2%,7.4%,0.9,0.2,26.2%,19.9%,4.5,03-04,35.2%,39.1%,47.6%,0.3,1.5%,费城76人,11.9,20.2%,28,1.0
76,5.5,24.8%,123,10.1,4.9%,8.9,0.4,0.9%,4.6,2.8,61.2%,28.2%,2.1,1.1,51.3%,12.5%,106,3.8,13.2%,44,2.1,75,1.5,53,9.3%,7.7,16.5,4.5,3.3,12.9,7.5,1.7,1.2,36,2.7,1.0,37.6%,16.4%,Jimmy Butler,6.2,25.1,58.6%,86.5%,9.0%,3.8,1.4,36.6%,23.2%,23.9,16-17,45.5%,36.7%,49.2%,1.9,2.6%,芝加哥公牛,36.9,26.5%,40,13.8
67,4.8,21.4%,116,6.5,3.4%,7.1,0.6,1.3%,4.8,3.3,67.3%,31.3%,1.9,0.7,36.3%,12.0%,106,2.7,11.6%,69,2.0,67,1.9,31,9.6%,5.9,15.4,4.2,3.1,12.0,7.0,1.2,1.0,30,2.0,0.7,36.0%,13.1%,Jimmy Butler,5.3,21.3,56.2%,83.2%,7.6%,3.6,1.4,38.5%,23.6%,20.9,15-16,45.4%,31.2%,48.5%,1.6,2.2%,芝加哥公牛,36.9,24.4%,37,9.1
65,3.3,14.4%,122,8.2,5.1%,7.1,0.6,1.0%,4.7,2.9,62.4%,33.6%,1.7,0.6,34.5%,12.1%,104,3.0,11.2%,49,1.4,65,1.7,30,7.7%,5.9,14.0,4.1,3.0,12.2,6.5,1.8,1.1,25,1.7,0.7,42.7%,12.1%,Jimmy Butler,5.8,21.3,58.3%,83.4%,8.2%,3.0,1.1,37.3%,21.2%,20.0,14-15,46.2%,37.8%,50.2%,1.8,2.3%,芝加哥公牛,38.7,21.6%,40,11.2
68,4.5,27.7%,113,2.9,6.1%,3.8,0.1,0.4%,2.7,1.4,51.6%,39.7%,0.8,0.3,38.2%,11.9%,109,1.4,11.2%,0,1.7,0,2.5,25,16.7%,3.2,6.8,2.3,2.0,11.9,2.7,1.3,0.5,31,0.5,0.2,38.7%,6.7%,Kyle Lowry,3.6,15.5,53.6%,82.7%,8.6%,0.9,0.3,32.8%,12.5%,9.1,09-10,39.7%,27.2%,43.6%,0.9,1.9%,休斯顿火箭,24.3,18.6%,37,4.3
77,3.6,26.4%,109,1.8,1.9%,2.9,0.2,0.8%,2.4,1.3,53.8%,42.4%,0.6,0.2,34.9%,9.9%,108,1.8,11.6%,0,1.5,21,1.9,20,18.0%,2.4,5.6,2.1,1.3,11.3,2.5,0.3,0.3,45,0.5,0.2,40.0%,8.1%,Kyle Lowry,2.5,14.4,54.7%,80.1%,6.8%,1.0,0.5,48.6%,17.1%,7.6,08-09,43.5%,25.5%,46.4%,0.9,2.2%,总计,21.8,18.1%,32,3.6
81,3.9,19.5%,112,9.5,9.9%,7.8,2.9,5.2%,5.1,3.4,67.8%,29.5%,6.3,3.0,47.6%,36.9%,94,6.9,27.3%,111,3.1,81,2.9,84,12.9%,5.6,17.2,9.7,0.3,7.8,8.8,3.2,0.1,21,3.9,1.6,42.5%,22.5%,Tim Duncan,12.9,26.9,56.4%,71.0%,19.0%,1.6,0.7,39.6%,9.6%,23.3,02-03,51.3%,27.3%,51.5%,0.7,0.9%,圣安东尼奥马刺,39.3,28.0%,60,16.5
82,3.7,18.3%,114,10.7,9.6%,8.5,2.5,4.3%,5.7,4.1,71.4%,31.1%,6.2,2.8,45.0%,33.7%,96,7.1,25.9%,102,3.2,82,2.6,77,12.7%,6.8,18.3,9.4,0.1,7.6,9.3,3.3,0.0,24,4.7,1.9,40.5%,25.6%,Tim Duncan,12.7,27.0,57.6%,79.9%,18.0%,1.6,0.5,33.6%,8.9%,25.5,01-02,50.8%,10.0%,50.8%,0.7,1.0%,圣安东尼奥马刺,40.6,29.0%,58,17.8
82,3.0,15.3%,106,6.2,9.7%,8.1,2.3,4.2%,4.3,3.0,70.7%,25.0%,5.8,2.6,45.2%,34.1%,94,7.1,25.1%,67,3.0,82,3.0,64,12.5%,5.0,17.1,9.0,0.3,8.8,8.6,3.2,0.1,24,4.5,1.9,41.3%,26.2%,Tim Duncan,12.2,23.8,53.6%,61.8%,17.8%,2.2,0.9,43.0%,12.7%,22.2,00-01,49.9%,25.9%,50.2%,0.9,1.2%,圣安东尼奥马刺,38.7,28.7%,58,13.2
